Unnamed: 0,node_id,node_type,node_name,node_source,group_name_auto,group_name_bert,group_id_bert
3003,32580,disease,"nephrotic syndrome, type 17",MONDO,nephrotic syndrome,nephrotic syndrome,33262_10974_33280_30895_14817_14818_9733_14373_32580_32581_26726_14099_31008_13619_12546_32826_32582_14257_30962_33203_14752_5377
3065,32581,disease,"nephrotic syndrome, type 18",MONDO,nephrotic syndrome,nephrotic syndrome,33262_10974_33280_30895_14817_14818_9733_14373_32580_32581_26726_14099_31008_13619_12546_32826_32582_14257_30962_33203_14752_5377
3224,26726,disease,"nephrotic syndrome, type 20",MONDO,nephrotic syndrome,nephrotic syndrome,33262_10974_33280_30895_14817_14818_9733_14373_32580_32581_26726_14099_31008_13619_12546_32826_32582_14257_30962_33203_14752_5377
3734,14099,disease,"nephrotic syndrome, type 8",MONDO,nephrotic syndrome,nephrotic syndrome,33262_10974_33280_30895_14817_14818_9733_14373_32580_32581_26726_14099_31008_13619_12546_32826_32582_14257_30962_33203_14752_5377
4571,31008,disease,"nephrotic syndrome, type 24",MONDO,nephrotic syndrome,nephrotic syndrome,33262_10974_33280_30895_14817_14818_9733_14373_32580_32581_26726_14099_31008_13619_12546_32826_32582_14257_30962_33203_14752_5377
4731,13619,disease,"nephrotic syndrome, type 6",MONDO,nephrotic syndrome,nephrotic syndrome,33262_10974_33280_30895_14817_14818_9733_14373_32580_32581_26726_14099_31008_13619_12546_32826_32582_14257_30962_33203_14752_5377
5607,12546,disease,"nephrotic syndrome, type 3",MONDO,nephrotic syndrome,nephrotic syndrome,33262_10974_33280_30895_14817_14818_9733_14373_32580_32581_26726_14099_31008_13619_12546_32826_32582_14257_30962_33203_14752_5377
5651,32826,disease,"nephrotic syndrome, type 21",MONDO,nephrotic syndrome,nephrotic syndrome,33262_10974_33280_30895_14817_14818_9733_14373_32580_32581_26726_14099_31008_13619_12546_32826_32582_14257_30962_33203_14752_5377
6043,32582,disease,"nephrotic syndrome, type 19",MONDO,nephrotic syndrome,nephrotic syndrome,33262_10974_33280_30895_14817_14818_9733_14373_32580_32581_26726_14099_31008_13619_12546_32826_32582_14257_30962_33203_14752_5377
6287,14257,disease,"nephrotic syndrome, type 9",MONDO,nephrotic syndrome,nephrotic syndrome,33262_10974_33280_30895_14817_14818_9733_14373_32580_32581_26726_14099_31008_13619_12546_32826_32582_14257_30962_33203_14752_5377
6456,30962,disease,"nephrotic syndrome, type 23",MONDO,nephrotic syndrome,nephrotic syndrome,33262_10974_33280_30895_14817_14818_9733_14373_32580_32581_26726_14099_31008_13619_12546_32826_32582_14257_30962_33203_14752_5377
6940,33203,disease,nephrotic syndrome 14,MONDO,nephrotic syndrome,nephrotic syndrome,33262_10974_33280_30895_14817_14818_9733_14373_32580_32581_26726_14099_31008_13619_12546_32826_32582_14257_30962_33203_14752_5377
8120,14752,disease,"nephrotic syndrome, type 11",MONDO,nephrotic syndrome,nephrotic syndrome,33262_10974_33280_30895_14817_14818_9733_14373_32580_32581_26726_14099_31008_13619_12546_32826_32582_14257_30962_33203_14752_5377
11662,5377,disease,nephrotic syndrome,MONDO,nephrotic syndrome,nephrotic syndrome,33262_10974_33280_30895_14817_14818_9733_14373_32580_32581_26726_14099_31008_13619_12546_32826_32582_14257_30962_33203_14752_5377
455,13217,disease,Diamond-Blackfan anemia 10,MONDO,Diamond-Blackfan anemia,Diamond-Blackfan anemia,13217_31071_7110_12529_13216_44309_14245_44310_12937_32669_32670_12938_32668_12939_12925_14394_12924_13964_15253_11636
497,31071,disease,Diamond-Blackfan anemia 21,MONDO,Diamond-Blackfan anemia,Diamond-Blackfan anemia,13217_31071_7110_12529_13216_44309_14245_44310_12937_32669_32670_12938_32668_12939_12925_14394_12924_13964_15253_11636
518,7110,disease,Diamond-Blackfan anemia 1,MONDO,Diamond-Blackfan anemia,Diamond-Blackfan anemia,13217_31071_7110_12529_13216_44309_14245_44310_12937_32669_32670_12938_32668_12939_12925_14394_12924_13964_15253_11636
796,12529,disease,Diamond-Blackfan anemia 3,MONDO,Diamond-Blackfan anemia,Diamond-Blackfan anemia,13217_31071_7110_12529_13216_44309_14245_44310_12937_32669_32670_12938_32668_12939_12925_14394_12924_13964_15253_11636
837,13216,disease,Diamond-Blackfan anemia 9,MONDO,Diamond-Blackfan anemia,Diamond-Blackfan anemia,13217_31071_7110_12529_13216_44309_14245_44310_12937_32669_32670_12938_32668_12939_12925_14394_12924_13964_15253_11636
919,44309,disease,Diamond-Blackfan anemia 16,MONDO,Diamond-Blackfan anemia,Diamond-Blackfan anemia,13217_31071_7110_12529_13216_44309_14245_44310_12937_32669_32670_12938_32668_12939_12925_14394_12924_13964_15253_11636
1343,14245,disease,Diamond-Blackfan anemia 12,MONDO,Diamond-Blackfan anemia,Diamond-Blackfan anemia,13217_31071_7110_12529_13216_44309_14245_44310_12937_32669_32670_12938_32668_12939_12925_14394_12924_13964_15253_11636
1357,44310,disease,Diamond-Blackfan anemia 17,MONDO,Diamond-Blackfan anemia,Diamond-Blackfan anemia,13217_31071_7110_12529_13216_44309_14245_44310_12937_32669_32670_12938_32668_12939_12925_14394_12924_13964_15253_11636
1395,12937,disease,Diamond-Blackfan anemia 6,MONDO,Diamond-Blackfan anemia,Diamond-Blackfan anemia,13217_31071_7110_12529_13216_44309_14245_44310_12937_32669_32670_12938_32668_12939_12925_14394_12924_13964_15253_11636
1507,32669,disease,Diamond-Blackfan anemia 19,MONDO,Diamond-Blackfan anemia,Diamond-Blackfan anemia,13217_31071_7110_12529_13216_44309_14245_44310_12937_32669_32670_12938_32668_12939_12925_14394_12924_13964_15253_11636
1726,32670,disease,Diamond-Blackfan anemia 20,MONDO,Diamond-Blackfan anemia,Diamond-Blackfan anemia,13217_31071_7110_12529_13216_44309_14245_44310_12937_32669_32670_12938_32668_12939_12925_14394_12924_13964_15253_11636
1890,12938,disease,Diamond-Blackfan anemia 7,MONDO,Diamond-Blackfan anemia,Diamond-Blackfan anemia,13217_31071_7110_12529_13216_44309_14245_44310_12937_32669_32670_12938_32668_12939_12925_14394_12924_13964_15253_11636
2202,32668,disease,Diamond-Blackfan anemia 18,MONDO,Diamond-Blackfan anemia,Diamond-Blackfan anemia,13217_31071_7110_12529_13216_44309_14245_44310_12937_32669_32670_12938_32668_12939_12925_14394_12924_13964_15253_11636
2287,12939,disease,Diamond-Blackfan anemia 8,MONDO,Diamond-Blackfan anemia,Diamond-Blackfan anemia,13217_31071_7110_12529_13216_44309_14245_44310_12937_32669_32670_12938_32668_12939_12925_14394_12924_13964_15253_11636
4278,12925,disease,Diamond-Blackfan anemia 5,MONDO,Diamond-Blackfan anemia,Diamond-Blackfan anemia,13217_31071_7110_12529_13216_44309_14245_44310_12937_32669_32670_12938_32668_12939_12925_14394_12924_13964_15253_11636
4389,14394,disease,Diamond-Blackfan anemia 13,MONDO,Diamond-Blackfan anemia,Diamond-Blackfan anemia,13217_31071_7110_12529_13216_44309_14245_44310_12937_32669_32670_12938_32668_12939_12925_14394_12924_13964_15253_11636
5270,12924,disease,Diamond-Blackfan anemia 4,MONDO,Diamond-Blackfan anemia,Diamond-Blackfan anemia,13217_31071_7110_12529_13216_44309_14245_44310_12937_32669_32670_12938_32668_12939_12925_14394_12924_13964_15253_11636
6979,13964,disease,Diamond-Blackfan anemia 11,MONDO,Diamond-Blackfan anemia,Diamond-Blackfan anemia,13217_31071_7110_12529_13216_44309_14245_44310_12937_32669_32670_12938_32668_12939_12925_14394_12924_13964_15253_11636
8830,15253,disease,Diamond-Blackfan anemia,MONDO,Diamond-Blackfan anemia,Diamond-Blackfan anemia,13217_31071_7110_12529_13216_44309_14245_44310_12937_32669_32670_12938_32668_12939_12925_14394_12924_13964_15253_11636
19404,11636,disease,Diamond-Blackfan anemia 2,MONDO,Diamond-Blackfan anemia,Diamond-Blackfan anemia,13217_31071_7110_12529_13216_44309_14245_44310_12937_32669_32670_12938_32668_12939_12925_14394_12924_13964_15253_11636
458,14561,disease,"3-methylglutaconic aciduria, type VIIB",MONDO,3-methylglutaconic aciduria,3-methylglutaconic aciduria,14561_9611_12435_9610_9787_44723_44724_859237_17359
468,9611,disease,3-methylglutaconic aciduria type 4,MONDO,3-methylglutaconic aciduria,3-methylglutaconic aciduria,14561_9611_12435_9610_9787_44723_44724_859237_17359
776,12435,disease,3-methylglutaconic aciduria type 5,MONDO,3-methylglutaconic aciduria,3-methylglutaconic aciduria,14561_9611_12435_9610_9787_44723_44724_859237_17359
814,9610,disease,3-methylglutaconic aciduria type 1,MONDO,3-methylglutaconic aciduria,3-methylglutaconic aciduria,14561_9611_12435_9610_9787_44723_44724_859237_17359
2007,9787,disease,3-methylglutaconic aciduria type 3,MONDO,3-methylglutaconic aciduria,3-methylglutaconic aciduria,14561_9611_12435_9610_9787_44723_44724_859237_17359
5551,44723,disease,3-methylglutaconic aciduria type 8,MONDO,3-methylglutaconic aciduria,3-methylglutaconic aciduria,14561_9611_12435_9610_9787_44723_44724_859237_17359
6129,44724,disease,3-methylglutaconic aciduria type 9,MONDO,3-methylglutaconic aciduria,3-methylglutaconic aciduria,14561_9611_12435_9610_9787_44723_44724_859237_17359
6860,859237,disease,"3-methylglutaconic aciduria, type VIIA",MONDO,3-methylglutaconic aciduria,3-methylglutaconic aciduria,14561_9611_12435_9610_9787_44723_44724_859237_17359
13744,17359,disease,3-methylglutaconic aciduria,MONDO,3-methylglutaconic aciduria,3-methylglutaconic aciduria,14561_9611_12435_9610_9787_44723_44724_859237_17359
459,30876,disease,cardioacrofacial dysplasia 1,MONDO,cardioacrofacial dysplasia,cardioacrofacial dysplasia,30876_30877_31386
832,30877,disease,cardioacrofacial dysplasia 2,MONDO,cardioacrofacial dysplasia,cardioacrofacial dysplasia,30876_30877_31386
14950,31386,disease,cardioacrofacial dysplasia,MONDO,cardioacrofacial dysplasia,cardioacrofacial dysplasia,30876_30877_31386
460,32631,disease,"mitochondrial complex 1 deficiency, nuclear type 27",MONDO,"mitochondrial complex 1 deficiency, nuclear","mitochondrial complex 1 deficiency, nuclear",32631_32632_32611_32612_32622_32621_32910_32606_32619_32620_26720_32618_32617_26721_32613_32608_32609_32616_30997_32615_32610_32624_33560_32623_32625_32626_32636_32630_30902_32629_32635_32627_32633_32634_32628
824,32632,disease,"mitochondrial complex 1 deficiency, nuclear type 28",MONDO,"mitochondrial complex 1 deficiency, nuclear","mitochondrial complex 1 deficiency, nuclear",32631_32632_32611_32612_32622_32621_32910_32606_32619_32620_26720_32618_32617_26721_32613_32608_32609_32616_30997_32615_32610_32624_33560_32623_32625_32626_32636_32630_30902_32629_32635_32627_32633_32634_32628
2844,32611,disease,"mitochondrial complex 1 deficiency, nuclear type 6",MONDO,"mitochondrial complex 1 deficiency, nuclear","mitochondrial complex 1 deficiency, nuclear",32631_32632_32611_32612_32622_32621_32910_32606_32619_32620_26720_32618_32617_26721_32613_32608_32609_32616_30997_32615_32610_32624_33560_32623_32625_32626_32636_32630_30902_32629_32635_32627_32633_32634_32628
3206,32612,disease,"mitochondrial complex 1 deficiency, nuclear type 7",MONDO,"mitochondrial complex 1 deficiency, nuclear","mitochondrial complex 1 deficiency, nuclear",32631_32632_32611_32612_32622_32621_32910_32606_32619_32620_26720_32618_32617_26721_32613_32608_32609_32616_30997_32615_32610_32624_33560_32623_32625_32626_32636_32630_30902_32629_32635_32627_32633_32634_32628
3361,32622,disease,"mitochondrial complex 1 deficiency, nuclear type 17",MONDO,"mitochondrial complex 1 deficiency, nuclear","mitochondrial complex 1 deficiency, nuclear",32631_32632_32611_32612_32622_32621_32910_32606_32619_32620_26720_32618_32617_26721_32613_32608_32609_32616_30997_32615_32610_32624_33560_32623_32625_32626_32636_32630_30902_32629_32635_32627_32633_32634_32628
3664,32621,disease,"mitochondrial complex 1 deficiency, nuclear type 16",MONDO,"mitochondrial complex 1 deficiency, nuclear","mitochondrial complex 1 deficiency, nuclear",32631_32632_32611_32612_32622_32621_32910_32606_32619_32620_26720_32618_32617_26721_32613_32608_32609_32616_30997_32615_32610_32624_33560_32623_32625_32626_32636_32630_30902_32629_32635_32627_32633_32634_32628
3767,32910,disease,"mitochondrial complex 1 deficiency, nuclear type 34",MONDO,"mitochondrial complex 1 deficiency, nuclear","mitochondrial complex 1 deficiency, nuclear",32631_32632_32611_32612_32622_32621_32910_32606_32619_32620_26720_32618_32617_26721_32613_32608_32609_32616_30997_32615_32610_32624_33560_32623_32625_32626_32636_32630_30902_32629_32635_32627_32633_32634_32628
4346,32606,disease,"mitochondrial complex 1 deficiency, nuclear type 2",MONDO,"mitochondrial complex 1 deficiency, nuclear","mitochondrial complex 1 deficiency, nuclear",32631_32632_32611_32612_32622_32621_32910_32606_32619_32620_26720_32618_32617_26721_32613_32608_32609_32616_30997_32615_32610_32624_33560_32623_32625_32626_32636_32630_30902_32629_32635_32627_32633_32634_32628
4361,32619,disease,"mitochondrial complex 1 deficiency, nuclear type 14",MONDO,"mitochondrial complex 1 deficiency, nuclear","mitochondrial complex 1 deficiency, nuclear",32631_32632_32611_32612_32622_32621_32910_32606_32619_32620_26720_32618_32617_26721_32613_32608_32609_32616_30997_32615_32610_32624_33560_32623_32625_32626_32636_32630_30902_32629_32635_32627_32633_32634_32628
4677,32620,disease,"mitochondrial complex 1 deficiency, nuclear type 15",MONDO,"mitochondrial complex 1 deficiency, nuclear","mitochondrial complex 1 deficiency, nuclear",32631_32632_32611_32612_32622_32621_32910_32606_32619_32620_26720_32618_32617_26721_32613_32608_32609_32616_30997_32615_32610_32624_33560_32623_32625_32626_32636_32630_30902_32629_32635_32627_32633_32634_32628
4839,26720,disease,"mitochondrial complex 1 deficiency, nuclear type 12",MONDO,"mitochondrial complex 1 deficiency, nuclear","mitochondrial complex 1 deficiency, nuclear",32631_32632_32611_32612_32622_32621_32910_32606_32619_32620_26720_32618_32617_26721_32613_32608_32609_32616_30997_32615_32610_32624_33560_32623_32625_32626_32636_32630_30902_32629_32635_32627_32633_32634_32628
4866,32618,disease,"mitochondrial complex 1 deficiency, nuclear type 13",MONDO,"mitochondrial complex 1 deficiency, nuclear","mitochondrial complex 1 deficiency, nuclear",32631_32632_32611_32612_32622_32621_32910_32606_32619_32620_26720_32618_32617_26721_32613_32608_32609_32616_30997_32615_32610_32624_33560_32623_32625_32626_32636_32630_30902_32629_32635_32627_32633_32634_32628
5195,32617,disease,"mitochondrial complex 1 deficiency, nuclear type 11",MONDO,"mitochondrial complex 1 deficiency, nuclear","mitochondrial complex 1 deficiency, nuclear",32631_32632_32611_32612_32622_32621_32910_32606_32619_32620_26720_32618_32617_26721_32613_32608_32609_32616_30997_32615_32610_32624_33560_32623_32625_32626_32636_32630_30902_32629_32635_32627_32633_32634_32628
5223,26721,disease,"mitochondrial complex 1 deficiency, nuclear type 30",MONDO,"mitochondrial complex 1 deficiency, nuclear","mitochondrial complex 1 deficiency, nuclear",32631_32632_32611_32612_32622_32621_32910_32606_32619_32620_26720_32618_32617_26721_32613_32608_32609_32616_30997_32615_32610_32624_33560_32623_32625_32626_32636_32630_30902_32629_32635_32627_32633_32634_32628
5345,32613,disease,"mitochondrial complex 1 deficiency, nuclear type 8",MONDO,"mitochondrial complex 1 deficiency, nuclear","mitochondrial complex 1 deficiency, nuclear",32631_32632_32611_32612_32622_32621_32910_32606_32619_32620_26720_32618_32617_26721_32613_32608_32609_32616_30997_32615_32610_32624_33560_32623_32625_32626_32636_32630_30902_32629_32635_32627_32633_32634_32628
5348,32608,disease,"mitochondrial complex 1 deficiency, nuclear type 3",MONDO,"mitochondrial complex 1 deficiency, nuclear","mitochondrial complex 1 deficiency, nuclear",32631_32632_32611_32612_32622_32621_32910_32606_32619_32620_26720_32618_32617_26721_32613_32608_32609_32616_30997_32615_32610_32624_33560_32623_32625_32626_32636_32630_30902_32629_32635_32627_32633_32634_32628
5672,32609,disease,"mitochondrial complex 1 deficiency, nuclear type 4",MONDO,"mitochondrial complex 1 deficiency, nuclear","mitochondrial complex 1 deficiency, nuclear",32631_32632_32611_32612_32622_32621_32910_32606_32619_32620_26720_32618_32617_26721_32613_32608_32609_32616_30997_32615_32610_32624_33560_32623_32625_32626_32636_32630_30902_32629_32635_32627_32633_32634_32628
5838,32616,disease,"mitochondrial complex 1 deficiency, nuclear type 10",MONDO,"mitochondrial complex 1 deficiency, nuclear","mitochondrial complex 1 deficiency, nuclear",32631_32632_32611_32612_32622_32621_32910_32606_32619_32620_26720_32618_32617_26721_32613_32608_32609_32616_30997_32615_32610_32624_33560_32623_32625_32626_32636_32630_30902_32629_32635_32627_32633_32634_32628
6048,30997,disease,"mitochondrial complex 1 deficiency, nuclear type 37",MONDO,"mitochondrial complex 1 deficiency, nuclear","mitochondrial complex 1 deficiency, nuclear",32631_32632_32611_32612_32622_32621_32910_32606_32619_32620_26720_32618_32617_26721_32613_32608_32609_32616_30997_32615_32610_32624_33560_32623_32625_32626_32636_32630_30902_32629_32635_32627_32633_32634_32628
6168,32615,disease,"mitochondrial complex 1 deficiency, nuclear type 9",MONDO,"mitochondrial complex 1 deficiency, nuclear","mitochondrial complex 1 deficiency, nuclear",32631_32632_32611_32612_32622_32621_32910_32606_32619_32620_26720_32618_32617_26721_32613_32608_32609_32616_30997_32615_32610_32624_33560_32623_32625_32626_32636_32630_30902_32629_32635_32627_32633_32634_32628
6182,32610,disease,"mitochondrial complex 1 deficiency, nuclear type 5",MONDO,"mitochondrial complex 1 deficiency, nuclear","mitochondrial complex 1 deficiency, nuclear",32631_32632_32611_32612_32622_32621_32910_32606_32619_32620_26720_32618_32617_26721_32613_32608_32609_32616_30997_32615_32610_32624_33560_32623_32625_32626_32636_32630_30902_32629_32635_32627_32633_32634_32628
6346,32624,disease,"mitochondrial complex 1 deficiency, nuclear type 19",MONDO,"mitochondrial complex 1 deficiency, nuclear","mitochondrial complex 1 deficiency, nuclear",32631_32632_32611_32612_32622_32621_32910_32606_32619_32620_26720_32618_32617_26721_32613_32608_32609_32616_30997_32615_32610_32624_33560_32623_32625_32626_32636_32630_30902_32629_32635_32627_32633_32634_32628
6394,33560,disease,"mitochondrial complex 1 deficiency, nuclear type 35",MONDO,"mitochondrial complex 1 deficiency, nuclear","mitochondrial complex 1 deficiency, nuclear",32631_32632_32611_32612_32622_32621_32910_32606_32619_32620_26720_32618_32617_26721_32613_32608_32609_32616_30997_32615_32610_32624_33560_32623_32625_32626_32636_32630_30902_32629_32635_32627_32633_32634_32628
6669,32623,disease,"mitochondrial complex 1 deficiency, nuclear type 18",MONDO,"mitochondrial complex 1 deficiency, nuclear","mitochondrial complex 1 deficiency, nuclear",32631_32632_32611_32612_32622_32621_32910_32606_32619_32620_26720_32618_32617_26721_32613_32608_32609_32616_30997_32615_32610_32624_33560_32623_32625_32626_32636_32630_30902_32629_32635_32627_32633_32634_32628
6837,32625,disease,"mitochondrial complex 1 deficiency, nuclear type 21",MONDO,"mitochondrial complex 1 deficiency, nuclear","mitochondrial complex 1 deficiency, nuclear",32631_32632_32611_32612_32622_32621_32910_32606_32619_32620_26720_32618_32617_26721_32613_32608_32609_32616_30997_32615_32610_32624_33560_32623_32625_32626_32636_32630_30902_32629_32635_32627_32633_32634_32628
7134,32626,disease,"mitochondrial complex 1 deficiency, nuclear type 22",MONDO,"mitochondrial complex 1 deficiency, nuclear","mitochondrial complex 1 deficiency, nuclear",32631_32632_32611_32612_32622_32621_32910_32606_32619_32620_26720_32618_32617_26721_32613_32608_32609_32616_30997_32615_32610_32624_33560_32623_32625_32626_32636_32630_30902_32629_32635_32627_32633_32634_32628
7283,32636,disease,"mitochondrial complex 1 deficiency, nuclear type 33",MONDO,"mitochondrial complex 1 deficiency, nuclear","mitochondrial complex 1 deficiency, nuclear",32631_32632_32611_32612_32622_32621_32910_32606_32619_32620_26720_32618_32617_26721_32613_32608_32609_32616_30997_32615_32610_32624_33560_32623_32625_32626_32636_32630_30902_32629_32635_32627_32633_32634_32628
7303,32630,disease,"mitochondrial complex 1 deficiency, nuclear type 26",MONDO,"mitochondrial complex 1 deficiency, nuclear","mitochondrial complex 1 deficiency, nuclear",32631_32632_32611_32612_32622_32621_32910_32606_32619_32620_26720_32618_32617_26721_32613_32608_32609_32616_30997_32615_32610_32624_33560_32623_32625_32626_32636_32630_30902_32629_32635_32627_32633_32634_32628
7607,30902,disease,"mitochondrial complex 1 deficiency, nuclear type 36",MONDO,"mitochondrial complex 1 deficiency, nuclear","mitochondrial complex 1 deficiency, nuclear",32631_32632_32611_32612_32622_32621_32910_32606_32619_32620_26720_32618_32617_26721_32613_32608_32609_32616_30997_32615_32610_32624_33560_32623_32625_32626_32636_32630_30902_32629_32635_32627_32633_32634_32628
7620,32629,disease,"mitochondrial complex 1 deficiency, nuclear type 25",MONDO,"mitochondrial complex 1 deficiency, nuclear","mitochondrial complex 1 deficiency, nuclear",32631_32632_32611_32612_32622_32621_32910_32606_32619_32620_26720_32618_32617_26721_32613_32608_32609_32616_30997_32615_32610_32624_33560_32623_32625_32626_32636_32630_30902_32629_32635_32627_32633_32634_32628
7625,32635,disease,"mitochondrial complex 1 deficiency, nuclear type 32",MONDO,"mitochondrial complex 1 deficiency, nuclear","mitochondrial complex 1 deficiency, nuclear",32631_32632_32611_32612_32622_32621_32910_32606_32619_32620_26720_32618_32617_26721_32613_32608_32609_32616_30997_32615_32610_32624_33560_32623_32625_32626_32636_32630_30902_32629_32635_32627_32633_32634_32628
7754,32627,disease,"mitochondrial complex 1 deficiency, nuclear type 23",MONDO,"mitochondrial complex 1 deficiency, nuclear","mitochondrial complex 1 deficiency, nuclear",32631_32632_32611_32612_32622_32621_32910_32606_32619_32620_26720_32618_32617_26721_32613_32608_32609_32616_30997_32615_32610_32624_33560_32623_32625_32626_32636_32630_30902_32629_32635_32627_32633_32634_32628
7763,32633,disease,"mitochondrial complex 1 deficiency, nuclear type 29",MONDO,"mitochondrial complex 1 deficiency, nuclear","mitochondrial complex 1 deficiency, nuclear",32631_32632_32611_32612_32622_32621_32910_32606_32619_32620_26720_32618_32617_26721_32613_32608_32609_32616_30997_32615_32610_32624_33560_32623_32625_32626_32636_32630_30902_32629_32635_32627_32633_32634_32628
8065,32634,disease,"mitochondrial complex 1 deficiency, nuclear type 31",MONDO,"mitochondrial complex 1 deficiency, nuclear","mitochondrial complex 1 deficiency, nuclear",32631_32632_32611_32612_32622_32621_32910_32606_32619_32620_26720_32618_32617_26721_32613_32608_32609_32616_30997_32615_32610_32624_33560_32623_32625_32626_32636_32630_30902_32629_32635_32627_32633_32634_32628
8069,32628,disease,"mitochondrial complex 1 deficiency, nuclear type 24",MONDO,"mitochondrial complex 1 deficiency, nuclear","mitochondrial complex 1 deficiency, nuclear",32631_32632_32611_32612_32622_32621_32910_32606_32619_32620_26720_32618_32617_26721_32613_32608_32609_32616_30997_32615_32610_32624_33560_32623_32625_32626_32636_32630_30902_32629_32635_32627_32633_32634_32628
462,8785,disease,sideroblastic anemia 2,MONDO,sideroblastic anemia,sideroblastic anemia,8785_30436_14804_20099_15194
3479,30436,disease,"anemia, sideroblastic, 5",MONDO,sideroblastic anemia,sideroblastic anemia,8785_30436_14804_20099_15194
7468,14804,disease,sideroblastic anemia 3,MONDO,sideroblastic anemia,sideroblastic anemia,8785_30436_14804_20099_15194
10870,20099,disease,inherited sideroblastic anemia,MONDO,inherited sideroblastic anemia,sideroblastic anemia,8785_30436_14804_20099_15194
13595,15194,disease,sideroblastic anemia,MONDO,sideroblastic anemia,sideroblastic anemia,8785_30436_14804_20099_15194
463,14555,disease,peeling skin syndrome type A,MONDO,peeling skin syndrome,peeling skin syndrome,14555_24548_11937_14923_54852_19347
981,24548,disease,peeling skin syndrome 1,MONDO,peeling skin syndrome,peeling skin syndrome,14555_24548_11937_14923_54852_19347
5013,11937,disease,peeling skin syndrome 4,MONDO,peeling skin syndrome,peeling skin syndrome,14555_24548_11937_14923_54852_19347
6183,14923,disease,peeling skin syndrome 5,MONDO,peeling skin syndrome,peeling skin syndrome,14555_24548_11937_14923_54852_19347
8106,54852,disease,peeling skin syndrome 6,MONDO,peeling skin syndrome,peeling skin syndrome,14555_24548_11937_14923_54852_19347
13823,19347,disease,peeling skin syndrome,MONDO,peeling skin syndrome,peeling skin syndrome,14555_24548_11937_14923_54852_19347
465,14670,disease,lethal congenital contracture syndrome 9,MONDO,lethal congenital contracture syndrome,lethal congenital contracture syndrome,14670_14549_14965_12656_14570_11868_14569_13965_9670_17436
1921,14549,disease,lethal congenital contracture syndrome 6,MONDO,lethal congenital contracture syndrome,lethal congenital contracture syndrome,14670_14549_14965_12656_14570_11868_14569_13965_9670_17436
2222,14965,disease,lethal congenital contracture syndrome 11,MONDO,lethal congenital contracture syndrome,lethal congenital contracture syndrome,14670_14549_14965_12656_14570_11868_14569_13965_9670_17436
3429,12656,disease,lethal congenital contracture syndrome 3,MONDO,lethal congenital contracture syndrome,lethal congenital contracture syndrome,14670_14549_14965_12656_14570_11868_14569_13965_9670_17436
6364,14570,disease,lethal congenital contracture syndrome 8,MONDO,lethal congenital contracture syndrome,lethal congenital contracture syndrome,14670_14549_14965_12656_14570_11868_14569_13965_9670_17436
6430,11868,disease,lethal congenital contracture syndrome 2,MONDO,lethal congenital contracture syndrome,lethal congenital contracture syndrome,14670_14549_14965_12656_14570_11868_14569_13965_9670_17436
6648,14569,disease,lethal congenital contracture syndrome 7,MONDO,lethal congenital contracture syndrome,lethal congenital contracture syndrome,14670_14549_14965_12656_14570_11868_14569_13965_9670_17436
6974,13965,disease,lethal congenital contracture syndrome 4,MONDO,lethal congenital contracture syndrome,lethal congenital contracture syndrome,14670_14549_14965_12656_14570_11868_14569_13965_9670_17436
7383,9670,disease,lethal congenital contracture syndrome 1,MONDO,lethal congenital contracture syndrome,lethal congenital contracture syndrome,14670_14549_14965_12656_14570_11868_14569_13965_9670_17436
13760,17436,disease,lethal congenital contracture syndrome,MONDO,lethal congenital contracture syndrome,lethal congenital contracture syndrome,14670_14549_14965_12656_14570_11868_14569_13965_9670_17436
467,10877,disease,Charcot-Marie-Tooth disease type 5,MONDO,Charcot-Marie-Tooth disease,Charcot-Marie-Tooth disease,10877_10699_13959_7308_7309_11085_10551_7307_10549_10550_13338_10949_11894_11534_11527_14467_11890_11475_11066_14208_10479_7311_11902_11113_11903_10689_14117_12250_8961_12640_12014_12231_11889_11570_11091_11569_14154_7790_14733_10995_14735_19011_18993_15626_18995_18994_18778_16454_44640
508,10699,disease,Charcot-Marie-Tooth disease X-linked recessive 5,MONDO,Charcot-Marie-Tooth disease X-linked recessive,Charcot-Marie-Tooth disease,10877_10699_13959_7308_7309_11085_10551_7307_10549_10550_13338_10949_11894_11534_11527_14467_11890_11475_11066_14208_10479_7311_11902_11113_11903_10689_14117_12250_8961_12640_12014_12231_11889_11570_11091_11569_14154_7790_14733_10995_14735_19011_18993_15626_18995_18994_18778_16454_44640
873,13959,disease,Charcot-Marie-Tooth disease type 4F,MONDO,Charcot-Marie-Tooth disease,Charcot-Marie-Tooth disease,10877_10699_13959_7308_7309_11085_10551_7307_10549_10550_13338_10949_11894_11534_11527_14467_11890_11475_11066_14208_10479_7311_11902_11113_11903_10689_14117_12250_8961_12640_12014_12231_11889_11570_11091_11569_14154_7790_14733_10995_14735_19011_18993_15626_18995_18994_18778_16454_44640
903,7308,disease,Charcot-Marie-Tooth disease type 2A1,MONDO,Charcot-Marie-Tooth disease,Charcot-Marie-Tooth disease,10877_10699_13959_7308_7309_11085_10551_7307_10549_10550_13338_10949_11894_11534_11527_14467_11890_11475_11066_14208_10479_7311_11902_11113_11903_10689_14117_12250_8961_12640_12014_12231_11889_11570_11091_11569_14154_7790_14733_10995_14735_19011_18993_15626_18995_18994_18778_16454_44640
