,node_id,node_type,node_name,node_source,group_name_auto,group_name_bert
11503,986,disease,pleurisy,MONDO,pleurisy,pleurisy
11504,6966,disease,secondary Parkinson disease,MONDO,secondary Parkinson disease,Parkinson disease
11505,21095,disease,parkinsonian disorder,MONDO,parkinsonian disorder,Parkinson disease
11506,4525,disease,scabies,MONDO,scabies,scabies
11507,21373,disease,neoplasm of parietal lobe,MONDO,neoplasm of parietal lobe,neoplasm of parietal lobe
11508,1517,disease,dysentery,MONDO,dysentery,dysentery
11509,1574,disease,capillary disorder,MONDO,capillary disorder,capillary disorder
11510,2146,disease,hypogonadism,MONDO,hypogonadism,hypogonadism
11511,22736,disease,occupational lung disease,MONDO,occupational lung disease,occupational lung disease
11512,6481,disease,ureter carcinoma,MONDO,ureter carcinoma,ureter carcinoma
11513,4566,disease,postgastrectomy syndrome,MONDO,postgastrectomy syndrome,postgastrectomy syndrome
11514,15531,disease,non-Langerhans cell histiocytosis,MONDO,non-Langerhans cell histiocytosis,non-Langerhans cell histiocytosis
11515,19255,disease,sphingolipidosis,MONDO,sphingolipidosis,sphingolipidosis
11516,5559,disease,neurodegenerative disease,MONDO,neurodegenerative disease,neuromuscular disease
11517,17827,disease,malignant peripheral nerve sheath tumor,MONDO,malignant peripheral nerve sheath tumor,malignant peripheral nerve sheath tumor
11518,3354,disease,heart sarcoma,MONDO,heart sarcoma,heart sarcoma
11519,20589,disease,cardiac germ cell tumor,MONDO,cardiac germ cell tumor,cardiac germ cell tumor
11520,3562,disease,rete testis neoplasm,MONDO,rete testis neoplasm,rete testis neoplasm
11521,2790,disease,seminal vesicle tumor,MONDO,seminal vesicle tumor,seminal vesicle tumor
11522,4047,disease,sphenoidal sinus neoplasm,MONDO,sphenoidal sinus neoplasm,sphenoidal sinus neoplasm
11523,44705,disease,paranasal sinus squamous cell carcinoma,MONDO,paranasal sinus squamous cell carcinoma,paranasal sinus squamous cell carcinoma
11524,1994,disease,sphenoidal sinus cancer,MONDO,sphenoidal sinus cancer,sphenoidal sinus cancer
11525,2003,disease,papilledema,MONDO,papilledema,papilledema
11526,24389,disease,anaerobic bacteria infectious disease,MONDO,anaerobic bacteria infectious disease,anaerobic bacteria infectious disease
11527,5420,disease,hypothyroidism,MONDO,hypothyroidism,hypothyroidism
11528,688,disease,inborn organic aciduria,MONDO,inborn organic aciduria,inborn organic aciduria
11529,629,disease,cardiovascular organ benign neoplasm,MONDO,cardiovascular organ benign neoplasm,cardiovascular organ benign neoplasm
11530,36976,disease,benign epithelial neoplasm,MONDO,benign epithelial neoplasm,benign epithelial neoplasm
11531,36870,disease,lymphatic vessel neoplasm,MONDO,lymphatic vessel neoplasm,lymphatic vessel neoplasm
11532,412,disease,neonatal period electroclinical syndrome,MONDO,neonatal period electroclinical syndrome,neonatal period electroclinical syndrome
11533,44992,disease,mouth mucosa disorder,MONDO,mouth mucosa disorder,mouth mucosa disorder
11534,2635,disease,periodontal disorder,MONDO,periodontal disorder,periodontitis
11535,700096,disease,human disease,MONDO,human disease,human disease
11536,2030,disease,chronic cervicitis,MONDO,chronic cervicitis,chronic cervicitis
11537,24331,disease,colorectal carcinoma,MONDO,colorectal carcinoma,colorectal adenoma
11538,2035,disease,colon lymphoma,MONDO,colon lymphoma,colon lymphoma
11539,24656,disease,colorectal lymphoma,MONDO,colorectal lymphoma,colorectal lymphoma
11540,21698,disease,alcohol-related disorders,MONDO,alcohol-related disorders,alcohol-related disorders
11541,3448,disease,benign spiradenoma,MONDO,benign spiradenoma,benign spiradenoma
11542,21046,disease,breast fibroepithelial neoplasm,MONDO,breast fibroepithelial neoplasm,breast fibroepithelial neoplasm
11543,2488,disease,intraductal breast neoplasm,MONDO,intraductal breast neoplasm,intraductal breast neoplasm
11544,40675,disease,myofibroblastoma,MONDO,myofibroblastoma,myofibroblastoma
11545,21098,disease,papillomatosis,MONDO,papillomatosis,papillomatosis
11546,2066,disease,breast adenomyoepithelioma,MONDO,breast adenomyoepithelioma,breast adenomyoepithelioma
11547,2483,disease,breast myoepithelial tumor,MONDO,breast myoepithelial tumor,breast myoepithelial tumor
11548,2078,disease,heart septal defect,MONDO,heart septal defect,heart septal defect
11549,1657,disease,brain cancer,MONDO,brain cancer,brain cancer
11550,3000,disease,central nervous system germ cell tumor,MONDO,central nervous system germ cell tumor,central nervous system germ cell tumor
11551,3249,disease,pineal gland cancer,MONDO,pineal gland cancer,pineal gland cancer
11552,5918,disease,placenta praevia,MONDO,placenta praevia,placenta praevia
11553,24882,disease,secondary neoplasm,MONDO,secondary neoplasm,secondary neoplasm
11554,21058,disease,neoplastic syndrome,MONDO,neoplastic syndrome,neoplastic syndrome
11555,2093,disease,acanthoma,MONDO,acanthoma,acanthoma
11556,20672,disease,vascular occlusion disorder,MONDO,vascular occlusion disorder,vascular occlusion disorder
11557,2381,disease,sweat gland neoplasm,MONDO,sweat gland neoplasm,sweat gland neoplasm
11558,21501,disease,benign neoplasm of small intestine,MONDO,benign neoplasm of small intestine,benign neoplasm of small intestine
11559,21080,disease,blood vessel neoplasm,MONDO,blood vessel neoplasm,blood vessel neoplasm
11560,3454,disease,conjunctival cancer,MONDO,conjunctival cancer,conjunctival cancer
11561,4748,disease,lip disorder,MONDO,lip disorder,lip disorder
11562,1273,disease,megacolon,MONDO,megacolon,megacolon
11563,15074,disease,thyroid tumor,MONDO,thyroid tumor,thyroiditis
11564,21069,disease,malignant endocrine neoplasm,MONDO,malignant endocrine neoplasm,malignant endocrine neoplasm
11565,17611,disease,pituitary tumor,MONDO,pituitary tumor,pituitary tumor
11566,2132,disease,skull cancer,MONDO,skull cancer,skull cancer
11567,3766,disease,thalamic cancer,MONDO,thalamic cancer,thalamic cancer
11568,6362,disease,peritoneal mesothelioma,MONDO,peritoneal mesothelioma,peritoneal multicystic mesothelioma
11569,650,disease,peritoneal benign neoplasm,MONDO,peritoneal benign neoplasm,peritoneal benign neoplasm
11570,9831,disease,malignant pancreatic neoplasm,MONDO,malignant pancreatic neoplasm,malignant pancreatic neoplasm
11571,21076,disease,pancreatic exocrine neoplasm,MONDO,pancreatic exocrine neoplasm,pancreatic exocrine neoplasm
11572,3607,disease,neuritis of upper limb,MONDO,neuritis of upper limb,neuritis of upper limb
11573,2121,disease,mononeuritis simplex,MONDO,mononeuritis simplex,mononeuritis simplex
11574,21580,disease,neoplasm of jaw,MONDO,neoplasm of jaw,neoplasm of jaw
11575,24653,disease,skull neoplasm,MONDO,skull neoplasm,skull neoplasm
11576,24655,disease,rheumatic pericarditis,MONDO,rheumatic pericarditis,rheumatic pericarditis
11577,2137,disease,noninfectious dermatoses of eyelid,MONDO,noninfectious dermatoses of eyelid,noninfectious dermatoses of eyelid
11578,5551,disease,eye allergy,MONDO,eye allergy,eye allergy
11579,6525,disease,allergic contact dermatitis,MONDO,allergic contact dermatitis,allergic contact dermatitis
11580,1402,disease,vaginal cancer,MONDO,vaginal cancer,vaginal cancer
11581,6414,disease,skin sarcoma,MONDO,skin sarcoma,skin sarcoma
11582,21054,disease,bone sarcoma,MONDO,bone sarcoma,bone sarcoma
11583,5509,disease,histiocytoma,MONDO,histiocytoma,histiocytoma
11584,16094,disease,vaginal germ cell malignant tumor,MONDO,vaginal germ cell malignant tumor,vaginal germ cell malignant tumor
11585,5744,disease,yolk sac tumor,MONDO,yolk sac tumor,yolk sac tumor
11586,19755,disease,developmental defect during embryogenesis,MONDO,developmental defect during embryogenesis,developmental defect during embryogenesis
11587,3081,disease,thalamic disorder,MONDO,thalamic disorder,thalamic cancer
11588,5058,disease,leiomyosarcoma,MONDO,leiomyosarcoma,leiomyosarcoma
11589,2158,disease,fallopian tube cancer,MONDO,fallopian tube cancer,fallopian tube disorder
11590,5636,disease,adenosarcoma,MONDO,adenosarcoma,adenosarcoma
11591,21512,disease,benign neoplasm of thymus,MONDO,benign neoplasm of thymus,benign neoplasm of thymus
11592,5335,disease,colorectal neoplasm,MONDO,colorectal neoplasm,colorectal neoplasm
11593,5089,disease,sarcoma,MONDO,sarcoma,skin sarcoma
11594,44937,disease,rectal carcinoma,MONDO,rectal carcinoma,rectum lymphoma
11595,5008,disease,colorectal adenocarcinoma,MONDO,colorectal adenocarcinoma,colorectal adenoma
11596,21218,disease,placenta neoplasm,MONDO,placenta neoplasm,placenta neoplasm
11597,2185,disease,hyperostosis,MONDO,hyperostosis,hyperostosis
11598,5359,disease,drug-induced liver injury,MONDO,drug-induced liver injury,drug-induced liver injury
11599,2189,disease,nodular hidradenoma,MONDO,nodular hidradenoma,nodular hidradenoma
11600,21489,disease,benign neoplasm of sweat gland,MONDO,benign neoplasm of sweat gland,benign neoplasm of sweat gland
11601,2805,disease,hidradenoma,MONDO,hidradenoma,hidradenoma
11602,2191,disease,syringoma,MONDO,syringoma,syringoma
11603,3954,disease,angiokeratoma of Fordyce,MONDO,angiokeratoma of Fordyce,angiokeratoma of Fordyce
11604,626,disease,vestibular gland benign neoplasm,MONDO,vestibular gland benign neoplasm,vestibular gland benign neoplasm
11605,652,disease,integumentary system benign neoplasm,MONDO,integumentary system benign neoplasm,integumentary system benign neoplasm
11606,21114,disease,Bartholin gland neoplasm,MONDO,Bartholin gland neoplasm,Bartholin gland neoplasm
11607,2195,disease,vulvar squamous neoplasm,MONDO,vulvar squamous neoplasm,vulvar squamous neoplasm
11608,6807,disease,intestinal perforation,MONDO,intestinal perforation,intestinal perforation
11609,4177,disease,benign urethral neoplasm,MONDO,benign urethral neoplasm,benign urethral neoplasm
11610,2198,disease,vulvar glandular neoplasm,MONDO,vulvar glandular neoplasm,vulvar glandular neoplasm
11611,2090,disease,eccrine sweat gland neoplasm,MONDO,eccrine sweat gland neoplasm,eccrine sweat gland neoplasm
11612,21043,disease,mixed neoplasm,MONDO,mixed neoplasm,mixed neoplasm
11613,20593,disease,trichoblastoma,MONDO,trichoblastoma,trichoblastoma
11614,4880,disease,bowel dysfunction,MONDO,bowel dysfunction,bowel dysfunction
11615,1429,disease,transient arthropathy,MONDO,transient arthropathy,transient arthropathy
11616,24336,disease,vulvar adenocarcinoma,MONDO,vulvar adenocarcinoma,vulvar adenocarcinoma
11617,2181,disease,exostosis,MONDO,exostosis,exostosis
11618,3778,disease,inborn error of immunity,MONDO,inborn error of immunity,inborn error of immunity
11619,21094,disease,immunodeficiency disease,MONDO,immunodeficiency,immunodeficiency
11620,2999,disease,central nervous system germinoma,MONDO,central nervous system germinoma,central nervous system germinoma
11621,21372,disease,neoplasm of temporal lobe,MONDO,neoplasm of temporal lobe,neoplasm of temporal lobe
11622,4041,disease,urothelial papilloma,MONDO,urothelial papilloma,urothelial papilloma
11623,5626,disease,epithelial neoplasm,MONDO,epithelial neoplasm,epithelial neoplasm
11624,6058,disease,Wilms tumor,MONDO,Wilms tumor,Wilms tumor
11625,1433,disease,vaginal disorder,MONDO,vaginal disorder,vaginal cancer
11626,21220,disease,eye neoplasm,MONDO,eye neoplasm,eye neoplasm
11627,2242,disease,coagulation protein disease,MONDO,coagulation protein disease,coagulation protein disease
11628,1631,disease,vertebral artery insufficiency,MONDO,vertebral artery insufficiency,vertebral artery occlusion
11629,836,disease,disease of bone structure,MONDO,disease of bone structure,disease of bone structure
11630,24467,disease,apocrine sweat gland disorder,MONDO,apocrine sweat gland disorder,apocrine sweat gland disorder
11631,24286,disease,benign blood vessel neoplasm,MONDO,benign blood vessel neoplasm,benign blood vessel neoplasm
11632,1318,disease,functional gastric disease,MONDO,functional gastric disease,functional gastric disease
11633,2032,disease,colon carcinoma,MONDO,colon carcinoma,colon lymphoma
11634,2273,disease,plasma protein metabolism disease,MONDO,plasma protein metabolism disease,plasma protein metabolism disease
11635,4960,disease,monoclonal gammopathy,MONDO,monoclonal gammopathy,monoclonal gammopathy
11636,21444,disease,benign neoplasm of large intestine,MONDO,benign neoplasm of large intestine,benign neoplasm of large intestine
11637,5401,disease,colonic neoplasm,MONDO,colonic neoplasm,colonic neoplasm
11638,226,disease,mineral metabolism disease,MONDO,mineral metabolism disease,iron metabolism disease
11639,2289,disease,iris disorder,MONDO,iris disorder,iris disorder
11640,6030,disease,chronic cystitis,MONDO,chronic cystitis,chronic cystitis
11641,24877,disease,clitoris neoplasm,MONDO,clitoris neoplasm,clitoris neoplasm
11642,6235,disease,granular cell tumor,MONDO,granular cell tumor,granular cell tumor
11643,2300,disease,dermis tumor,MONDO,dermis tumor,dermis tumor
11644,18327,disease,glomus tumor,MONDO,glomus tumor,glomus tumor
11645,2295,disease,skin glomus tumor,MONDO,skin glomus tumor,skin glomus tumor
11646,2299,disease,glomangioma,MONDO,glomangioma,glomangioma
11647,21154,disease,dermis disorder,MONDO,dermis disorder,dermis disorder
11648,1756,disease,frontal sinus cancer,MONDO,frontal sinus cancer,frontal sinusitis
11649,2309,disease,papillary conjunctivitis,MONDO,papillary conjunctivitis,papillary conjunctivitis
11650,21517,disease,benign neoplasm of trachea,MONDO,benign neoplasm of trachea,benign neoplasm of trachea
11651,5071,disease,nervous system disorder,MONDO,nervous system disorder,central nervous system disorder
11652,2407,disease,capillary hemangioma,MONDO,capillary hemangioma,capillary hemangioma
11653,2328,disease,intracranial hemangioma,MONDO,intracranial hemangioma,intracranial hemangioma
11654,3241,disease,central nervous system hemangioma,MONDO,central nervous system hemangioma,central nervous system hemangioma
11655,21451,disease,benign neoplasm of brain,MONDO,benign neoplasm of brain,benign neoplasm of brain
11656,3334,disease,demyelinating polyneuropathy,MONDO,demyelinating polyneuropathy,demyelinating polyneuropathy
11657,3335,disease,chronic polyneuropathy,MONDO,chronic polyneuropathy,polyneuropathy
11658,3816,disease,articular cartilage disorder,MONDO,articular cartilage disorder,articular cartilage disorder
11659,2337,disease,intra-abdominal hemangioma,MONDO,intra-abdominal hemangioma,intra-abdominal hemangioma
11660,21500,disease,benign neoplasm of spleen,MONDO,benign neoplasm of spleen,benign neoplasm of spleen
11661,5303,disease,drug dependence,MONDO,drug dependence,drug dependence
11662,5377,disease,nephrotic syndrome,MONDO,nephrotic syndrome,nephrotic syndrome
11663,2353,disease,glottis neoplasm,MONDO,glottis neoplasm,glottis neoplasm
11664,2351,disease,glottis cancer,MONDO,glottis cancer,glottis cancer
11665,2358,disease,laryngeal carcinoma,MONDO,laryngeal carcinoma,laryngeal carcinoma
11666,2238,disease,ascending colon cancer,MONDO,ascending colon cancer,ascending colon cancer
11667,24470,disease,benign chondrogenic neoplasm,MONDO,benign chondrogenic neoplasm,benign chondrogenic neoplasm
11668,21581,disease,connective tissue neoplasm,MONDO,connective tissue neoplasm,connective tissue neoplasm
11669,21096,disease,papillary epithelial neoplasm,MONDO,papillary epithelial neoplasm,papillary epithelial neoplasm
11670,5094,disease,hemangiopericytoma,MONDO,hemangiopericytoma,hemangiopericytoma
11671,21163,disease,kidney neoplasm,MONDO,kidney neoplasm,kidney neoplasm
11672,1406,disease,peripheral nervous system neoplasm,MONDO,peripheral nervous system neoplasm,peripheral nervous system neoplasm
11673,24621,disease,serous cystadenocarcinoma,MONDO,serous cystadenocarcinoma,serous cystadenocarcinoma
11674,5074,disease,papillary cystadenocarcinoma,MONDO,papillary cystadenocarcinoma,papillary cystadenocarcinoma
11675,21077,disease,cystic neoplasm,MONDO,cystic neoplasm,cystic neoplasm
11676,2229,disease,ovarian epithelial tumor,MONDO,ovarian epithelial tumor,ovarian epithelial tumor
11677,24235,disease,Brenner tumor,MONDO,Brenner tumor,Brenner tumor
11678,2056,disease,breast fibroadenoma,MONDO,breast fibroadenoma,breast fibroadenoma
11679,3331,disease,ovarian monodermal teratoma,MONDO,ovarian monodermal teratoma,ovarian monodermal teratoma
11680,5065,disease,mesothelioma,MONDO,mesothelioma,mesothelioma
11681,6963,disease,sebaceous gland neoplasm,MONDO,sebaceous gland neoplasm,sebaceous gland neoplasm
11682,21634,disease,epithelial skin neoplasm,MONDO,epithelial skin neoplasm,epithelial skin neoplasm
11683,5966,disease,spleen cancer,MONDO,spleen cancer,splenic disorder
11684,2379,disease,cystic teratoma,MONDO,cystic teratoma,cystic teratoma
11685,2601,disease,teratoma,MONDO,teratoma,teratoma
11686,6615,disease,sweat gland disorder,MONDO,sweat gland disorder,sweat gland disorder
11687,2297,disease,epidermal appendage tumor,MONDO,epidermal appendage tumor,epidermal appendage tumor
11688,6854,disease,mesenchymoma,MONDO,mesenchymoma,mesenchymoma
11689,3272,disease,mixed epithelial stromal tumor,MONDO,mixed epithelial stromal tumor,mixed epithelial stromal tumor
11690,2397,disease,liver sarcoma,MONDO,liver sarcoma,bone sarcoma
11691,21097,disease,intraductal breast papilloma,MONDO,intraductal breast papilloma,intraductal breast papilloma
11692,21045,disease,fibroepithelial neoplasm,MONDO,fibroepithelial neoplasm,fibroepithelial neoplasm
11693,2691,disease,liver cancer,MONDO,liver cancer,liver cancer
11694,24338,disease,mucinous neoplasm,MONDO,mucinous neoplasm,mucinous neoplasm
11695,6071,disease,adenofibroma,MONDO,adenofibroma,adenofibroma
11696,2522,disease,tenosynovial giant cell tumor,MONDO,tenosynovial giant cell tumor,tenosynovial giant cell tumor
11697,24715,disease,benign synovial neoplasm,MONDO,benign synovial neoplasm,benign synovial neoplasm
11698,2403,disease,synovium cancer,MONDO,synovium cancer,synovium disorder
11699,2402,disease,malignant giant cell tumor,MONDO,malignant giant cell tumor,malignant giant cell tumor
11700,2171,disease,giant cell tumor,MONDO,giant cell tumor,giant cell tumor
11701,2528,disease,synovium neoplasm,MONDO,synovium neoplasm,synovium neoplasm
11702,5093,disease,skin disorder,MONDO,skin disorder,skin disorder
11703,17755,disease,inborn disorder of bilirubin metabolism,MONDO,inborn disorder of bilirubin metabolism,inborn disorder of bilirubin metabolism
11704,24288,disease,hyperbilirubinemia,MONDO,hyperbilirubinemia,hyperbilirubinemia
11705,6938,disease,pyelitis,MONDO,pyelitis,pyelitis
11706,19214,disease,inborn carbohydrate metabolic disorder,MONDO,inborn carbohydrate metabolic disorder,inborn carbohydrate metabolic disorder
11707,2412,disease,disorder of glycogen metabolism,MONDO,disorder of glycogen metabolism,disorder of glycogen metabolism
11708,1763,disease,ethmoid sinus cancer,MONDO,ethmoid sinus cancer,ethmoid sinus cancer
11709,2425,disease,rectosigmoid junction cancer,MONDO,rectosigmoid junction cancer,rectosigmoid junction cancer
11710,2423,disease,rectosigmoid junction neoplasm,MONDO,rectosigmoid junction neoplasm,rectosigmoid junction neoplasm
11711,1464,disease,sigmoid colon cancer,MONDO,sigmoid colon cancer,sigmoid colon cancer
11712,4532,disease,auditory system cancer,MONDO,auditory system cancer,auditory system cancer
11713,2433,disease,malignant cranial nerve neoplasm,MONDO,malignant cranial nerve neoplasm,malignant cranial nerve neoplasm
11714,21221,disease,vestibulocochlear nerve neoplasm,MONDO,vestibulocochlear nerve neoplasm,vestibulocochlear nerve neoplasm
11715,2435,disease,oculomotor nerve neoplasm,MONDO,oculomotor nerve neoplasm,oculomotor nerve neoplasm
11716,16541,disease,acquired secondary polycythemia,MONDO,acquired secondary polycythemia,acquired secondary polycythemia
11717,3406,disease,sleep-wake disorder,MONDO,sleep-wake disorder,sleep-wake disorder
11718,5213,disease,uterine carcinoma,MONDO,uterine carcinoma,uterine carcinoma
11719,21510,disease,benign neoplasm of prostate,MONDO,benign neoplasm of prostate,benign neoplasm of prostate
11720,37002,disease,benign phyllodes tumor,MONDO,benign phyllodes tumor,benign phyllodes tumor
11721,5131,disease,cervical carcinoma,MONDO,cervical carcinoma,cervical adenocarcinoma
11722,15161,disease,multiple congenital anomalies/dysmorphic syndrome without intellectual disability,MONDO,multiple congenital anomalies/dysmorphic syndrome without intellectual disability,multiple congenital anomalies/dysmorphic syndrome without intellectual disability
11723,15483,disease,mandibulofacial dysostosis,MONDO,mandibulofacial dysostosis,mandibulofacial dysostosis with alopecia
11724,18751,disease,hereditary otorhinolaryngologic disease,MONDO,hereditary otorhinolaryngologic disease,otorhinolaryngologic disease
11725,605,disease,hypersensitivity reaction disease,MONDO,hypersensitivity reaction disease,hypersensitivity reaction disease
11726,2236,disease,ocular cancer,MONDO,ocular cancer,ocular cancer
11727,2464,disease,lacrimal gland cancer,MONDO,lacrimal gland cancer,lacrimal gland cancer
11728,21222,disease,lacrimal gland neoplasm,MONDO,lacrimal gland neoplasm,lacrimal gland neoplasm
11729,2038,disease,head and neck carcinoma,MONDO,head and neck carcinoma,head and neck carcinoma
11730,21205,disease,disorder of ear,MONDO,disorder of ear,disorder of ear
11731,2463,disease,lacrimal gland carcinoma,MONDO,lacrimal gland carcinoma,lacrimal gland carcinoma
11732,2472,disease,carcinoma ex pleomorphic adenoma,MONDO,carcinoma ex pleomorphic adenoma,carcinoma ex pleomorphic adenoma
11733,21190,disease,DNA repair disease,MONDO,DNA repair disease,DNA repair disease
11734,56802,disease,synovial bursa disorder,MONDO,synovial bursa disorder,synovial bursa disorder
11735,5853,disease,malignant mixed neoplasm,MONDO,malignant mixed neoplasm,malignant mixed neoplasm
11736,2380,disease,myoepithelial tumor,MONDO,myoepithelial tumor,myoepithelial tumor
11737,21259,disease,prostate neoplasm,MONDO,prostate neoplasm,prostate neoplasm
11738,4658,disease,breast carcinoma in situ,MONDO,breast carcinoma in situ,breast carcinoma in situ
11739,7254,disease,breast cancer,MONDO,breast cancer,breast cancer
11740,21047,disease,breast phyllodes tumor,MONDO,breast phyllodes tumor,breast phyllodes tumor
11741,2494,disease,substance-related disorder,MONDO,substance-related disorder,alcohol-related disorders
11742,1106,disease,kidney failure,MONDO,kidney failure,liver failure
11743,5082,disease,prostate adenocarcinoma,MONDO,prostate adenocarcinoma,prostate carcinoma
11744,4965,disease,acinar cell carcinoma,MONDO,acinar cell carcinoma,acinar cell carcinoma
11745,44336,disease,colorectal signet ring cell carcinoma,MONDO,colorectal signet ring cell carcinoma,colorectal signet ring cell carcinoma
11746,40677,disease,invasive carcinoma,MONDO,invasive carcinoma,invasive carcinoma
11747,5499,disease,brain glioma,MONDO,brain glioma,brain glioma
11748,21636,disease,astrocytic tumor,MONDO,astrocytic tumor,astrocytic tumor
11749,21079,disease,childhood neoplasm,MONDO,childhood neoplasm,childhood neoplasm
11750,4842,disease,stomatitis,MONDO,stomatitis,stomatitis
11751,6882,disease,orchitis,MONDO,orchitis,orchitis
11752,6509,disease,papillary carcinoma,MONDO,papillary carcinoma,papillary carcinoma
11753,2515,disease,hepatobiliary disorder,MONDO,hepatobiliary disorder,hepatobiliary disorder
11754,21253,disease,gallbladder neoplasm,MONDO,gallbladder neoplasm,gallbladder neoplasm
11755,37939,disease,porphyria,MONDO,porphyria,porphyria
11756,24876,disease,tendon sheath disorder,MONDO,tendon sheath disorder,tendon sheath disorder
11757,6424,disease,soft tissue neoplasm,MONDO,soft tissue neoplasm,soft tissue neoplasm
11758,645,disease,fallopian tube benign neoplasm,MONDO,fallopian tube benign neoplasm,fallopian tube benign neoplasm
11759,16695,disease,oligodendroglioma,MONDO,oligodendroglioma,brain oligodendroglioma
11760,6517,disease,childhood malignant neoplasm,MONDO,childhood malignant neoplasm,childhood malignant neoplasm
11761,2542,disease,spinal cord glioma,MONDO,spinal cord glioma,brain glioma
11762,100342,disease,malignant glioma,MONDO,malignant glioma,malignant glioma
11763,16752,disease,benign peripheral nerve sheath tumor,MONDO,benign peripheral nerve sheath tumor,benign peripheral nerve sheath tumor
11764,2547,disease,nerve sheath neoplasm,MONDO,nerve sheath neoplasm,nerve sheath neoplasm
11765,21637,disease,low grade glioma,MONDO,low grade glioma,low grade glioma
11766,2550,disease,hypoglossal nerve neoplasm,MONDO,hypoglossal nerve neoplasm,hypoglossal nerve neoplasm
11767,1810,disease,hypoglossal nerve disorder,MONDO,hypoglossal nerve disorder,hypoglossal nerve disorder
11768,2553,disease,cerebellopontine angle tumor,MONDO,cerebellopontine angle tumor,cerebellopontine angle tumor
11769,2545,disease,spinal cord disorder,MONDO,spinal cord disorder,spinal cord cancer
11770,1420,disease,trigeminal nerve neoplasm,MONDO,trigeminal nerve neoplasm,trigeminal nerve neoplasm
11771,15064,disease,"jejunal neuroendocrine tumor, well differentiated, low or intermediate grade",MONDO,"jejunal neuroendocrine tumor, well differentiated, low or intermediate grade","jejunal neuroendocrine tumor, well differentiated, low or intermediate grade"
11772,5156,disease,encephalomyelitis,MONDO,encephalomyelitis,encephalomyelitis
11773,17343,disease,Epstein-Barr virus-associated malignant lymphoproliferative disorder,MONDO,Epstein-Barr virus-associated malignant lymphoproliferative disorder,Epstein-Barr virus-associated malignant lymphoproliferative disorder
11774,17207,disease,primary organ-specific lymphoma,MONDO,primary organ-specific lymphoma,primary organ-specific lymphoma
11775,4949,disease,neoplasm of mature B-cells,MONDO,neoplasm of mature B-cells,neoplasm of mature B-cells
11776,43905,disease,pneumonitis,MONDO,pneumonitis,pneumonitis
11777,6389,disease,prostate rhabdomyosarcoma,MONDO,prostate rhabdomyosarcoma,prostate rhabdomyosarcoma
11778,2577,disease,extrahepatic bile duct rhabdomyosarcoma,MONDO,extrahepatic bile duct rhabdomyosarcoma,extrahepatic bile duct rhabdomyosarcoma
11779,24658,disease,extrahepatic bile duct sarcoma,MONDO,extrahepatic bile duct sarcoma,extrahepatic bile duct neoplasm
11780,2849,disease,liver rhabdomyosarcoma,MONDO,liver rhabdomyosarcoma,liver rhabdomyosarcoma
11781,23603,disease,hereditary disorder of connective tissue,MONDO,hereditary disorder of connective tissue,hereditary disorder of connective tissue
11782,2580,disease,orbit rhabdomyosarcoma,MONDO,orbit rhabdomyosarcoma,liver rhabdomyosarcoma
11783,4943,disease,orbit sarcoma,MONDO,orbit sarcoma,bone sarcoma
11784,2927,disease,spindle cell sarcoma,MONDO,spindle cell sarcoma,spindle cell sarcoma
11785,6859,disease,mucinous cystadenoma,MONDO,mucinous cystadenoma,mucinous cystadenoma
11786,5183,disease,ovarian cystadenoma,MONDO,ovarian cystadenoma,ovarian fibroma
11787,5219,disease,breast fibrocystic disease,MONDO,breast fibrocystic disease,breast fibrocystic disease
11788,5197,disease,thymus neoplasm,MONDO,thymus neoplasm,thymus neoplasm
11789,5564,disease,embryonal neoplasm,MONDO,embryonal neoplasm,embryonal neoplasm
11790,6290,disease,malignant germ cell tumor,MONDO,malignant germ cell tumor,malignant germ cell tumor
11791,21656,disease,nongerminomatous germ cell tumor,MONDO,nongerminomatous germ cell tumor,nongerminomatous germ cell tumor
11792,6359,disease,neoplasm with perivascular epithelioid cell differentiation,MONDO,neoplasm with perivascular epithelioid cell differentiation,neoplasm with perivascular epithelioid cell differentiation
11793,2616,disease,mesenchymal cell neoplasm,MONDO,mesenchymal cell neoplasm,mesenchymal cell neoplasm
11794,2603,disease,angiomyolipoma,MONDO,angiomyolipoma,angiomyolipoma
11795,5384,disease,focal epilepsy,MONDO,focal epilepsy,focal epilepsy
11796,24499,disease,vascular bone neoplasm,MONDO,vascular bone neoplasm,vascular bone neoplasm
11797,9807,disease,osteosarcoma,MONDO,osteosarcoma,osteosarcoma
11798,21123,disease,Ewing sarcoma/peripheral primitive neuroectodermal tumor of bone,MONDO,Ewing sarcoma/peripheral primitive neuroectodermal tumor of bone,Ewing sarcoma/peripheral primitive neuroectodermal tumor of bone
11799,2636,disease,accessory nerve disorder,MONDO,accessory nerve disorder,accessory nerve disorder
11800,2631,disease,conventional osteosarcoma,MONDO,conventional osteosarcoma,conventional osteosarcoma
11801,6974,disease,small cell sarcoma,MONDO,small cell sarcoma,small cell sarcoma
11802,5586,disease,head and neck neoplasm,MONDO,head and neck neoplasm,head and neck neoplasm
11803,21167,disease,myositis disease,MONDO,myositis disease,myositis disease
11804,4777,disease,acute laryngitis,MONDO,acute laryngitis,acute laryngitis
11805,21165,disease,Paget disease,MONDO,Paget disease,Paget disease
11806,21112,disease,scrotum cancer,MONDO,scrotum cancer,scrotum cancer
